Date,SKU_ID,Item_Name,Category,Warehouse,Opening_Stock,Stock_In,Stock_Out,Unit_Price,Closing_Stock,Sales_Value,Reorder_Level,Supplier,Lead_Time_Days,Discount_Applied,Is_Subscriber,Review_Rating,Return_Rate,Purchase_Frequency,Stock_Turnover
18-08-2024,SKU100464,Hat,Clothing,WH_B,423,202,75,1352.39,550,101429.25,101,Supplier_W,26,1,0,3,0.005,7,0.154
14-06-2024,SKU100465,Bag,Accessories,WH_C,314,78,290,1119.51,102,324657.9,84,Supplier_Y,19,1,0,4,0.165,10,1.394
15-01-2024,SKU100466,Skirt,Clothing,WH_C,426,41,348,1617.47,119,562879.56,109,Supplier_Y,8,0,0,1,0.041,9,1.277
24-12-2023,SKU100467,Blouse,Accessories,WH_B,219,168,399,394.98,0,157597.02,50,Supplier_X,6,0,1,4,0.182,1,3.644
09-02-2024,SKU100468,Belt,Accessories,WH_B,378,248,82,558.83,544,45824.06,13,Supplier_W,6,1,0,5,0.177,8,0.178
02-02-2025,SKU100469,Scarf,Footwear,WH_A,65,120,59,1847.18,126,108983.62,23,Supplier_Y,21,0,1,5,0.133,10,0.618
29-05-2024,SKU100470,Dress,Clothing,WH_A,264,271,106,1863.55,429,197536.3,55,Supplier_W,14,1,0,3,0.173,4,0.306
12-06-2024,SKU100471,Blouse,Clothing,WH_A,133,299,116,912.4,316,105838.4,63,Supplier_W,27,1,0,5,0.176,9,0.517
23-02-2025,SKU100472,Socks,Accessories,WH_B,118,208,306,143.11,20,43791.66,102,Supplier_W,4,0,0,3,0.155,2,4.435
12-01-2025,SKU100473,Blouse2,Footwear,WH_C,121,157,382,647.78,0,247451.96,101,Supplier_Y,19,1,1,5,0.102,9,6.314
13-10-2024,SKU100474,Watch,Footwear,WH_A,320,120,346,531.89,94,184033.94,98,Supplier_Z,17,0,0,4,0.19,8,1.671
11-05-2025,SKU100475,Sneakers,Clothing,WH_B,386,226,81,858.62,531,69548.22,96,Supplier_W,12,0,0,3,0.164,6,0.177
11-07-2025,SKU100476,Sandals,Accessories,WH_C,457,23,314,669.71,166,210288.94,42,Supplier_Y,5,0,0,5,0.025,5,1.008
22-08-2024,SKU100477,Skirt,Clothing,WH_B,420,229,319,1666.54,330,531626.26,39,Supplier_Z,22,0,0,4,0.084,3,0.851
18-07-2024,SKU100478,Socks,Clothing,WH_A,382,25,360,55.92,47,20131.2,18,Supplier_X,6,0,1,3,0.108,1,1.678
29-10-2024,SKU100479,Cap,Clothing,WH_B,491,57,140,1307.03,408,182984.2,47,Supplier_Y,24,0,0,3,0.106,6,0.311
30-11-2023,SKU100480,Blouse,Clothing,WH_B,86,264,221,1345.33,129,297317.93,98,Supplier_Z,3,1,1,5,0.076,10,2.056
12-04-2025,SKU100481,Sunglasses,Accessories,WH_B,288,125,69,1338.22,344,92337.18,91,Supplier_Y,3,0,1,4,0.106,5,0.218
15-02-2024,SKU100482,Jeans,Footwear,WH_B,136,274,386,1065.16,24,411151.76,52,Supplier_Z,20,0,0,3,0.019,8,4.825
05-05-2024,SKU100483,Socks,Clothing,WH_C,52,27,11,1241.65,68,13658.15,16,Supplier_Z,6,0,1,3,0.131,1,0.183
17-06-2024,SKU100484,Hat,Clothing,WH_A,204,127,296,1630.46,35,482616.16,97,Supplier_Y,25,0,0,3,0.1,10,2.477
27-08-2025,SKU100485,Hat,Clothing,WH_C,347,93,104,1579.18,336,164234.72,49,Supplier_X,24,0,0,3,0.158,1,0.305
22-01-2025,SKU100486,Tie,Clothing,WH_B,50,190,206,117.52,34,24209.12,94,Supplier_W,17,0,0,2,0.139,7,4.905
07-07-2025,SKU100487,Dress,Footwear,WH_B,326,271,64,109.35,533,6998.4,71,Supplier_Z,29,1,1,4,0.023,8,0.149
27-09-2024,SKU100488,Dress,Footwear,WH_A,409,4,62,1685.94,351,104528.28,64,Supplier_W,27,0,1,1,0.07,10,0.163
06-04-2025,SKU100489,Tie,Footwear,WH_A,399,156,177,1170.72,378,207217.44,44,Supplier_X,25,1,0,1,0.147,12,0.456
23-11-2023,SKU100490,Sandals,Footwear,WH_C,39,51,7,1916.98,83,13418.86,52,Supplier_W,30,0,1,4,0.067,1,0.115
08-10-2024,SKU100491,Shorts,Clothing,WH_C,249,242,158,891.6,333,140872.8,20,Supplier_W,23,1,1,2,0.113,9,0.543
22-07-2024,SKU100492,Skirt,Accessories,WH_A,217,150,10,394.65,357,3946.5,11,Supplier_Y,24,0,0,5,0.192,7,0.035
18-03-2025,SKU100493,Sweater,Footwear,WH_C,178,261,272,972.81,167,264604.32,88,Supplier_Y,12,0,0,2,0.016,7,1.577
15-04-2024,SKU100494,Blouse,Footwear,WH_B,38,79,379,901.26,0,341577.54,88,Supplier_X,27,1,0,4,0.038,8,19.947
24-02-2025,SKU100495,Jeans,Clothing,WH_B,182,182,94,1058.5,270,99499,14,Supplier_Y,19,1,1,4,0.096,8,0.416
01-09-2025,SKU100496,Sweater,Clothing,WH_A,223,106,154,1625.5,175,250327,49,Supplier_Z,29,0,0,3,0.148,1,0.774
27-09-2025,SKU100497,T-Shirt,Clothing,WH_C,163,153,205,1328.39,111,272319.95,89,Supplier_X,27,1,1,5,0.066,4,1.496
12-09-2025,SKU100498,Cap,Clothing,WH_B,233,292,114,411.29,411,46887.06,117,Supplier_Y,24,1,1,4,0.023,11,0.354
21-11-2024,SKU100499,Sweater,Accessories,WH_A,376,204,378,1482.23,202,560282.94,55,Supplier_Y,14,0,1,3,0.063,9,1.308
05-05-2025,SKU100500,Sunglasses,Accessories,WH_C,192,115,86,1204.2,221,103561.2,30,Supplier_X,22,0,1,5,0.129,3,0.416
28-09-2025,SKU100501,Hat,Footwear,WH_B,496,16,311,1177.71,201,366267.81,118,Supplier_Z,14,0,1,5,0.159,6,0.892
07-01-2025,SKU100502,Bag,Accessories,WH_C,84,287,196,1372.6,175,269029.6,18,Supplier_X,18,0,1,4,0.195,4,1.514
12-07-2025,SKU100503,Socks,Footwear,WH_C,460,155,349,1149.73,266,401255.77,80,Supplier_Y,7,0,0,3,0.152,1,0.961
01-08-2024,SKU100504,Jeans,Footwear,WH_C,242,24,97,942.15,169,91388.55,36,Supplier_Y,18,0,0,3,0.098,3,0.472
06-06-2025,SKU100505,Sandals,Accessories,WH_A,473,277,18,1298.74,732,23377.32,26,Supplier_X,19,0,0,4,0.059,3,0.03
28-12-2024,SKU100506,Scarf,Footwear,WH_B,172,125,312,1461.27,0,455916.24,75,Supplier_Z,25,0,0,3,0.186,3,3.628
23-04-2024,SKU100507,Belt,Clothing,WH_A,392,299,15,490.25,676,7353.75,113,Supplier_Z,17,0,0,4,0.107,11,0.028
20-12-2023,SKU100508,T-Shirt,Footwear,WH_B,36,275,44,1019.25,267,44847,35,Supplier_W,15,0,0,4,0.138,6,0.29
16-05-2025,SKU100509,Blouse2,Clothing,WH_B,86,177,154,943.44,109,145289.76,118,Supplier_Z,10,0,1,4,0.094,9,1.579
18-08-2024,SKU100510,Tie,Accessories,WH_A,128,46,230,127.81,0,29396.3,81,Supplier_X,29,0,0,4,0.048,7,3.594
08-12-2024,SKU100511,Sandals,Accessories,WH_A,193,199,156,1677.16,236,261636.96,54,Supplier_Z,23,0,1,5,0.109,7,0.727
19-11-2023,SKU100512,Sandals,Footwear,WH_B,318,50,112,785.89,256,88019.68,64,Supplier_Z,4,1,1,5,0.168,1,0.39
06-07-2025,SKU100513,Socks,Clothing,WH_B,42,294,376,191.74,0,72094.24,49,Supplier_W,10,1,1,4,0.077,9,17.905
04-09-2024,SKU100514,Shorts,Footwear,WH_B,411,269,358,942.9,322,337558.2,25,Supplier_Z,12,0,0,2,0.134,4,0.977
17-07-2024,SKU100515,Watch,Accessories,WH_C,355,196,382,364.89,169,139387.98,93,Supplier_W,9,0,0,5,0.008,8,1.458
20-03-2025,SKU100516,Skirt,Footwear,WH_B,158,20,43,1423.61,135,61215.23,105,Supplier_W,12,0,1,2,0.187,12,0.294
12-12-2023,SKU100517,Watch,Footwear,WH_A,104,142,364,1164.95,0,424041.8,41,Supplier_Z,27,0,0,3,0.194,1,7
03-11-2025,SKU100518,Cap,Clothing,WH_A,452,247,364,576.72,335,209926.08,44,Supplier_Y,6,0,1,4,0.077,8,0.925
05-02-2024,SKU100519,Shirt,Accessories,WH_A,228,0,109,1903.42,119,207472.78,73,Supplier_X,13,0,1,4,0.1,9,0.628
04-07-2025,SKU100520,Bag,Footwear,WH_B,216,273,110,618.9,379,68079,73,Supplier_X,11,0,0,4,0.032,5,0.37
01-07-2025,SKU100521,Sunglasses,Clothing,WH_B,263,240,222,1132.24,281,251357.28,24,Supplier_Z,6,0,0,4,0.039,7,0.816
29-12-2024,SKU100522,Watch,Footwear,WH_C,417,57,385,1613.06,89,621028.1,51,Supplier_X,5,1,0,5,0.12,11,1.522
01-03-2024,SKU100523,Socks,Clothing,WH_C,486,125,389,1052.09,222,409263.01,59,Supplier_X,13,0,1,5,0.125,10,1.099
16-07-2025,SKU100524,Belt,Clothing,WH_A,48,51,264,1923.67,0,507848.88,41,Supplier_W,5,0,0,4,0.068,2,11
21-05-2024,SKU100525,Socks,Footwear,WH_C,351,222,270,1695.52,303,457790.4,39,Supplier_Y,28,0,0,4,0.075,1,0.826
22-03-2025,SKU100526,Belt,Accessories,WH_C,441,268,211,1845.99,498,389503.89,92,Supplier_X,20,0,0,4,0.101,12,0.449
25-07-2025,SKU100527,Sandals,Accessories,WH_A,122,95,313,776.77,0,243129.01,33,Supplier_Y,28,0,1,3,0.188,11,5.131
14-03-2025,SKU100528,Belt,Clothing,WH_B,458,272,257,1119.29,473,287657.53,75,Supplier_X,21,1,1,4,0.03,6,0.552
21-01-2024,SKU100529,Jeans,Accessories,WH_C,302,60,386,1688.32,0,651691.52,30,Supplier_Y,16,0,0,5,0.11,9,2.556
24-12-2024,SKU100530,Cap,Clothing,WH_B,24,180,246,1811.83,0,445710.18,51,Supplier_Y,26,0,0,5,0.012,12,20.5
17-11-2024,SKU100531,Sunglasses,Accessories,WH_A,130,132,54,1891.51,208,102141.54,89,Supplier_X,13,0,0,4,0.092,1,0.32
31-12-2024,SKU100532,Shirt,Footwear,WH_A,428,88,308,1764.35,208,543419.8,113,Supplier_W,26,0,1,5,0.079,10,0.969
05-11-2025,SKU100533,Socks,Accessories,WH_C,369,172,349,1474.97,192,514764.53,112,Supplier_Y,4,0,0,4,0.033,1,1.244
10-08-2024,SKU100534,Jeans,Clothing,WH_A,435,4,71,97.22,368,6902.62,109,Supplier_Y,29,0,0,5,0.033,4,0.177
13-09-2025,SKU100535,Hat,Clothing,WH_A,223,203,295,664.16,131,195927.2,67,Supplier_X,4,0,1,5,0.09,10,1.667
05-12-2024,SKU100536,Hat,Accessories,WH_A,499,161,212,301.43,448,63903.16,114,Supplier_Y,4,0,1,5,0.025,6,0.448
06-02-2025,SKU100537,Coat,Footwear,WH_C,98,60,294,351.78,0,103423.32,11,Supplier_Y,12,1,0,3,0.059,9,6
17-05-2024,SKU100538,Coat,Clothing,WH_C,351,189,170,617.27,370,104935.9,25,Supplier_W,25,1,0,5,0.014,2,0.472
26-09-2025,SKU100539,Sweater,Clothing,WH_C,289,62,245,195.74,106,47956.3,102,Supplier_Y,17,0,0,3,0.059,5,1.241
14-02-2024,SKU100540,Bag,Clothing,WH_A,484,43,140,523.91,387,73347.4,16,Supplier_W,24,0,0,4,0.107,7,0.321
08-05-2025,SKU100541,Jacket,Clothing,WH_B,499,238,103,1916.11,634,197359.33,64,Supplier_Y,14,0,1,4,0.149,12,0.182
11-02-2024,SKU100542,Tie,Clothing,WH_A,196,27,104,658.29,119,68462.16,24,Supplier_Y,13,1,0,3,0.166,4,0.66
01-09-2025,SKU100543,Shirt,Footwear,WH_C,108,197,239,361.44,66,86384.16,32,Supplier_W,19,0,1,1,0.068,6,2.747
31-08-2025,SKU100544,Scarf,Accessories,WH_B,347,268,310,1450.69,305,449713.9,78,Supplier_W,20,0,0,4,0.188,6,0.951
15-05-2024,SKU100545,Socks,Footwear,WH_B,219,170,397,1665.59,0,661239.23,10,Supplier_Z,16,0,0,5,0.048,4,3.626
14-12-2023,SKU100546,Blouse2,Footwear,WH_C,263,29,320,662.37,0,211958.4,78,Supplier_Y,19,0,1,5,0.016,4,2.433
10-11-2024,SKU100547,Sweater,Clothing,WH_B,410,153,279,593.07,284,165466.53,22,Supplier_W,17,0,0,4,0.185,9,0.804
02-10-2025,SKU100548,Hat,Footwear,WH_B,207,208,370,521.43,45,192929.1,35,Supplier_Y,14,0,0,5,0.108,11,2.937
15-04-2025,SKU100549,Sunglasses,Clothing,WH_C,318,62,368,816.86,12,300604.48,61,Supplier_Y,29,0,1,5,0.07,1,2.23
12-08-2024,SKU100550,Tie,Footwear,WH_B,81,56,21,220.1,116,4622.1,22,Supplier_Y,18,1,1,1,0.18,5,0.213
11-06-2024,SKU100551,Shorts,Clothing,WH_B,24,207,77,1354.8,154,104319.6,105,Supplier_X,25,0,1,3,0.155,11,0.865
06-08-2024,SKU100552,Blouse2,Clothing,WH_C,185,62,300,1653.34,0,496002,64,Supplier_Z,8,0,0,3,0.166,9,3.243
08-01-2024,SKU100553,Jeans,Footwear,WH_B,431,247,391,1344.18,287,525574.38,38,Supplier_X,4,0,0,3,0.058,9,1.089
25-06-2025,SKU100554,Coat,Footwear,WH_B,384,140,194,871.34,330,169039.96,27,Supplier_Z,4,1,1,4,0.175,9,0.543
05-11-2025,SKU100555,Sunglasses,Accessories,WH_B,7,92,319,613.48,0,195700.12,11,Supplier_Y,18,0,0,4,0.13,2,91.143
14-10-2024,SKU100556,Blouse,Accessories,WH_B,123,106,352,848.42,0,298643.84,36,Supplier_Y,4,1,1,5,0.148,7,5.724
08-12-2024,SKU100557,Scarf,Accessories,WH_C,148,87,370,876.48,0,324297.6,59,Supplier_W,10,0,1,4,0.062,10,5
06-10-2025,SKU100558,Hat,Footwear,WH_A,97,107,20,1348.74,184,26974.8,51,Supplier_Z,9,0,1,4,0.049,8,0.142
26-11-2023,SKU100559,Watch,Footwear,WH_A,215,45,159,1859.72,101,295695.48,76,Supplier_Z,3,1,0,3,0.082,1,1.006
02-05-2024,SKU100560,Watch,Clothing,WH_B,100,76,231,187.64,0,43344.84,103,Supplier_X,6,1,1,4,0.115,2,4.62
11-07-2025,SKU100561,Sunglasses,Accessories,WH_C,217,216,360,1909.04,73,687254.4,19,Supplier_Z,13,1,1,4,0.133,1,2.483
07-12-2024,SKU100562,Socks,Clothing,WH_C,366,168,300,1824.89,234,547467,18,Supplier_Y,22,0,1,3,0.1,9,1
25-01-2025,SKU100563,Scarf,Clothing,WH_B,461,128,43,279.58,546,12021.94,12,Supplier_W,9,0,1,5,0.14,10,0.085
27-06-2024,SKU100564,Bag,Clothing,WH_A,412,200,296,407.99,316,120765.04,95,Supplier_X,20,0,0,4,0.142,11,0.813
22-01-2024,SKU100565,Dress,Clothing,WH_B,413,195,351,657.61,257,230821.11,47,Supplier_W,6,1,0,3,0.133,5,1.048
29-07-2024,SKU100566,Jacket,Accessories,WH_C,258,267,179,1141.35,346,204301.65,84,Supplier_Z,19,1,0,4,0.05,4,0.593
04-02-2025,SKU100567,Sweater,Clothing,WH_C,390,87,394,312.23,83,123018.62,79,Supplier_Z,13,0,0,3,0.089,8,1.666
25-10-2025,SKU100568,Shirt,Footwear,WH_A,355,252,100,440.65,507,44065,78,Supplier_X,13,0,1,5,0.153,3,0.232
25-11-2024,SKU100569,Watch,Footwear,WH_C,10,237,114,1810.22,133,206365.08,39,Supplier_Z,22,1,0,4,0.177,8,1.594
24-05-2025,SKU100570,Sneakers,Footwear,WH_C,415,72,212,263.14,275,55785.68,23,Supplier_W,13,0,0,5,0.1,3,0.614
27-03-2025,SKU100571,Jacket,Accessories,WH_C,58,160,17,827.81,201,14072.77,11,Supplier_Y,17,0,0,3,0.197,6,0.131
08-11-2024,SKU100572,Watch,Clothing,WH_A,249,57,394,1537.85,0,605912.9,106,Supplier_X,16,1,0,5,0.035,4,3.165
30-03-2024,SKU100573,Belt,Accessories,WH_C,139,290,26,1782.74,403,46351.24,110,Supplier_Z,19,0,1,4,0.045,8,0.096
15-01-2024,SKU100574,Sneakers,Clothing,WH_B,334,65,357,705.28,42,251784.96,17,Supplier_W,4,0,1,2,0.092,7,1.899
14-02-2024,SKU100575,Scarf,Accessories,WH_A,37,25,284,370.65,0,105264.6,83,Supplier_Y,20,1,0,3,0.102,12,15.351
07-12-2024,SKU100576,Bag,Accessories,WH_B,121,297,148,1487.17,270,220101.16,94,Supplier_Z,18,0,1,3,0.085,5,0.757
02-12-2023,SKU100577,Hat,Clothing,WH_B,407,76,284,1556.49,199,442043.16,92,Supplier_X,14,0,0,4,0.086,3,0.937
18-02-2025,SKU100578,Tie,Accessories,WH_A,64,285,136,1961.07,213,266705.52,108,Supplier_Z,12,0,1,3,0.097,5,0.982
05-03-2025,SKU100579,Tie,Clothing,WH_B,145,35,188,322.11,0,60556.68,27,Supplier_Z,30,0,0,4,0.064,4,2.593
25-05-2025,SKU100580,Dress,Footwear,WH_A,301,18,189,1433.37,130,270906.93,80,Supplier_Z,18,0,0,4,0.026,8,0.877
06-04-2024,SKU100581,Coat,Footwear,WH_B,124,277,198,863.72,203,171016.56,22,Supplier_Y,5,1,0,4,0.191,11,1.211
30-03-2024,SKU100582,Sneakers,Footwear,WH_A,311,266,101,1833.53,476,185186.53,55,Supplier_Y,10,1,0,4,0.159,5,0.257
29-05-2025,SKU100583,Skirt,Accessories,WH_C,190,281,90,845.27,381,76074.3,63,Supplier_Z,29,0,1,4,0.163,10,0.315
16-12-2023,SKU100584,Sunglasses,Footwear,WH_C,262,18,223,919.62,57,205075.26,21,Supplier_Z,24,1,1,3,0.073,10,1.398
24-02-2024,SKU100585,Dress,Clothing,WH_B,489,139,4,297.25,624,1189,49,Supplier_X,24,0,1,4,0.081,5,0.007
30-09-2025,SKU100586,Sweater,Footwear,WH_C,360,66,352,675.83,74,237892.16,97,Supplier_Z,27,0,0,3,0.187,2,1.622
19-12-2023,SKU100587,Watch,Footwear,WH_A,449,17,14,831.64,452,11642.96,91,Supplier_W,26,0,0,4,0.195,9,0.031
11-05-2024,SKU100588,Scarf,Accessories,WH_B,295,260,4,84.14,551,336.56,47,Supplier_W,4,1,1,4,0.189,6,0.009
09-12-2024,SKU100589,Skirt,Clothing,WH_C,181,111,229,903.27,63,206848.83,21,Supplier_X,24,1,0,3,0.129,11,1.877
17-06-2024,SKU100590,Sunglasses,Accessories,WH_C,158,114,356,705.82,0,251271.92,76,Supplier_Y,3,0,1,4,0.049,1,4.506
02-08-2025,SKU100591,Belt,Accessories,WH_B,352,165,336,1617.49,181,543476.64,34,Supplier_Z,16,0,0,2,0.121,3,1.261
19-03-2024,SKU100592,Socks,Clothing,WH_C,307,66,113,258.87,260,29252.31,44,Supplier_X,27,1,0,4,0.118,4,0.399
18-04-2024,SKU100593,Jacket,Accessories,WH_C,477,254,3,1532.41,728,4597.23,25,Supplier_Y,6,0,1,4,0.182,10,0.005
09-06-2024,SKU100594,Bag,Clothing,WH_B,286,69,183,1442.32,172,263944.56,54,Supplier_X,6,1,1,3,0.062,10,0.799
29-06-2024,SKU100595,Cap,Footwear,WH_C,161,202,212,521.48,151,110553.76,22,Supplier_Y,11,0,1,5,0.04,2,1.359
26-08-2025,SKU100596,Skirt,Clothing,WH_C,262,126,246,212.38,142,52245.48,33,Supplier_Z,5,0,0,5,0.053,11,1.218
17-06-2025,SKU100597,Jeans,Clothing,WH_C,216,79,33,1691.58,262,55822.14,85,Supplier_X,7,0,1,3,0.049,10,0.138
16-11-2023,SKU100598,Watch,Clothing,WH_C,399,175,295,536.39,279,158235.05,11,Supplier_Z,3,0,0,3,0.13,4,0.87
20-01-2024,SKU100599,Dress,Accessories,WH_B,405,112,195,333.84,322,65098.8,99,Supplier_X,24,1,0,3,0.162,2,0.536
13-03-2025,SKU100600,Watch,Clothing,WH_A,483,110,126,750.12,467,94515.12,119,Supplier_Y,21,0,0,3,0.074,6,0.265
17-07-2024,SKU100601,Belt,Clothing,WH_A,180,136,141,831.72,175,117272.52,19,Supplier_X,3,0,1,4,0.035,10,0.794
24-06-2024,SKU100602,Cap,Clothing,WH_C,90,132,135,685.87,87,92592.45,28,Supplier_W,12,0,0,4,0.069,9,1.525
09-04-2025,SKU100603,Shorts,Footwear,WH_C,16,188,127,1954.14,77,248175.78,95,Supplier_W,24,0,0,1,0.109,1,2.731
29-04-2024,SKU100604,Bag,Clothing,WH_A,124,276,322,1767.6,78,569167.2,33,Supplier_X,14,0,1,2,0.133,5,3.188
21-08-2025,SKU100605,Socks,Accessories,WH_C,259,224,173,1752.3,310,303147.9,99,Supplier_W,12,0,0,4,0.11,9,0.608
23-04-2024,SKU100606,Coat,Clothing,WH_A,444,102,217,827.6,329,179589.2,70,Supplier_Z,4,0,0,4,0.051,11,0.561
25-04-2024,SKU100607,Skirt,Clothing,WH_B,377,106,113,1927.6,370,217818.8,14,Supplier_W,18,1,0,2,0.184,7,0.303
04-12-2024,SKU100608,Cap,Footwear,WH_B,354,62,374,1383.83,42,517552.42,89,Supplier_W,10,0,1,3,0.088,11,1.889
02-08-2025,SKU100609,Cap,Clothing,WH_B,488,244,349,1672.39,383,583664.11,110,Supplier_Z,16,0,0,4,0.092,6,0.801
19-05-2024,SKU100610,Blouse,Accessories,WH_B,213,172,11,1026.71,374,11293.81,43,Supplier_Z,17,1,1,4,0.193,7,0.037
07-04-2025,SKU100611,Dress,Clothing,WH_B,238,209,243,363.2,204,88257.6,111,Supplier_Y,18,0,0,2,0.174,9,1.1
06-12-2023,SKU100612,Shirt,Accessories,WH_B,179,190,51,1779.43,318,90750.93,101,Supplier_Z,13,0,0,5,0.161,3,0.205
20-04-2024,SKU100613,Sweater,Footwear,WH_A,418,157,185,998.53,390,184728.05,73,Supplier_X,14,0,0,4,0.037,8,0.458
02-01-2025,SKU100614,Sunglasses,Clothing,WH_C,171,224,232,1938.68,163,449773.76,21,Supplier_W,4,0,0,4,0.168,1,1.389
11-10-2024,SKU100615,Blouse2,Footwear,WH_A,142,171,1,546.98,312,546.98,118,Supplier_Y,6,0,0,5,0.091,10,0.004
16-08-2025,SKU100616,Skirt,Clothing,WH_B,316,35,0,1985.14,351,0,118,Supplier_Z,5,1,0,1,0.042,6,0
17-03-2025,SKU100617,Sweater,Accessories,WH_C,243,133,238,483.73,138,115127.74,68,Supplier_W,11,1,1,4,0.198,9,1.249
06-11-2024,SKU100618,Dress,Footwear,WH_C,231,36,54,767.93,213,41468.22,30,Supplier_X,20,0,1,4,0.034,1,0.243
14-10-2024,SKU100619,Bag,Clothing,WH_B,171,92,219,1208.33,44,264624.27,105,Supplier_X,21,0,1,2,0.184,5,2.037
21-03-2025,SKU100620,Shorts,Accessories,WH_B,276,74,103,1401.98,247,144403.94,98,Supplier_Y,9,0,1,4,0,8,0.394
25-08-2025,SKU100621,Shirt,Footwear,WH_B,76,243,354,1454.55,0,514910.7,87,Supplier_X,6,0,1,3,0.088,10,9.316
01-04-2025,SKU100622,Bag,Clothing,WH_B,302,182,323,978.69,161,316116.87,56,Supplier_W,8,0,0,4,0.006,11,1.395
29-09-2024,SKU100623,Hat,Footwear,WH_B,330,204,337,199.81,197,67335.97,62,Supplier_Z,21,0,0,3,0.182,6,1.279
11-06-2024,SKU100624,Sweater,Clothing,WH_B,48,186,395,1017.29,0,401829.55,108,Supplier_X,3,1,0,4,0.025,6,16.458
03-09-2024,SKU100625,Dress,Accessories,WH_C,436,165,305,702.64,296,214305.2,82,Supplier_Z,18,0,1,5,0.135,3,0.833
18-03-2024,SKU100626,Sweater,Accessories,WH_B,247,114,276,1332.43,85,367750.68,103,Supplier_W,13,0,0,5,0.126,8,1.663
16-01-2024,SKU100627,Cap,Footwear,WH_B,282,206,9,405.44,479,3648.96,115,Supplier_W,24,0,0,4,0.156,1,0.024
16-07-2024,SKU100628,Cap,Footwear,WH_C,286,244,340,818.13,190,278164.2,102,Supplier_Z,6,0,0,3,0.149,12,1.429
26-12-2024,SKU100629,Watch,Clothing,WH_A,427,160,103,1933.93,484,199194.79,48,Supplier_W,20,1,1,5,0.006,4,0.226
25-01-2025,SKU100630,Dress,Accessories,WH_B,31,12,344,223.29,0,76811.76,40,Supplier_Y,25,1,1,4,0.078,8,22.194
07-05-2024,SKU100631,Sandals,Clothing,WH_C,499,293,369,1224.55,423,451858.95,87,Supplier_X,28,0,0,3,0.065,6,0.8
22-04-2024,SKU100632,Jacket,Accessories,WH_C,157,235,370,226.76,22,83901.2,90,Supplier_Y,30,1,0,4,0.195,11,4.134
06-02-2024,SKU100633,Shorts,Footwear,WH_A,17,272,197,356.14,92,70159.58,98,Supplier_Y,7,1,0,2,0.155,9,3.615
21-10-2025,SKU100634,Shorts,Clothing,WH_B,380,113,13,1229.62,480,15985.06,55,Supplier_Y,24,1,0,4,0.142,1,0.03
21-04-2025,SKU100635,Blouse,Clothing,WH_B,62,151,167,915.79,46,152936.93,66,Supplier_Z,8,0,0,3,0.088,2,3.093
16-12-2023,SKU100636,Blouse,Accessories,WH_B,127,25,359,1119.57,0,401925.63,115,Supplier_Z,27,0,0,3,0.178,12,5.654
12-03-2024,SKU100637,Cap,Accessories,WH_C,15,167,337,1765.75,0,595057.75,46,Supplier_W,30,0,1,4,0.003,1,44.933
31-01-2025,SKU100638,Watch,Accessories,WH_B,162,31,29,1643.62,164,47664.98,36,Supplier_Z,4,0,0,5,0.046,11,0.178
28-04-2024,SKU100639,Watch,Footwear,WH_B,445,220,13,1781.56,652,23160.28,91,Supplier_W,14,1,1,4,0.139,4,0.024
21-08-2025,SKU100640,Cap,Clothing,WH_B,250,205,237,1251.7,218,296652.9,38,Supplier_Z,24,0,0,3,0.102,9,1.013
14-06-2024,SKU100641,Sandals,Accessories,WH_B,136,97,365,1004.8,0,366752,27,Supplier_W,11,1,1,2,0.107,4,5.368
06-08-2025,SKU100642,Dress,Footwear,WH_A,317,90,61,945.44,346,57671.84,13,Supplier_X,30,0,1,4,0.083,9,0.184
04-01-2024,SKU100643,Blouse2,Accessories,WH_A,294,213,109,1492.63,398,162696.67,93,Supplier_W,22,0,1,4,0.033,6,0.315
28-08-2025,SKU100644,Blouse2,Clothing,WH_A,178,187,308,1066.53,57,328491.24,10,Supplier_X,14,0,1,2,0.033,5,2.621
25-02-2025,SKU100645,Skirt,Accessories,WH_B,228,56,159,256.25,125,40743.75,118,Supplier_W,15,0,0,4,0.059,10,0.901
05-02-2025,SKU100646,Cap,Clothing,WH_B,370,106,331,326.78,145,108164.18,33,Supplier_Z,29,0,0,3,0.094,4,1.285
02-11-2024,SKU100647,Hat,Footwear,WH_C,393,194,54,746.31,533,40300.74,51,Supplier_Z,24,1,0,4,0.165,10,0.117
08-11-2023,SKU100648,Skirt,Footwear,WH_C,179,21,248,182.26,0,45200.48,69,Supplier_X,25,0,0,5,0.089,2,2.771
28-11-2024,SKU100649,Sweater,Accessories,WH_C,395,185,255,516.5,325,131707.5,33,Supplier_Y,19,0,0,2,0.18,8,0.708
20-10-2024,SKU100650,Dress,Clothing,WH_B,71,84,21,1329.98,134,27929.58,65,Supplier_Y,7,1,0,3,0.024,3,0.205
15-05-2024,SKU100651,Scarf,Clothing,WH_A,317,79,102,74.24,294,7572.48,78,Supplier_W,22,0,0,3,0.054,1,0.334
26-03-2025,SKU100652,Shirt,Clothing,WH_A,386,76,300,1227.98,162,368394,99,Supplier_Z,15,0,0,1,0.014,11,1.095
16-05-2024,SKU100653,Bag,Accessories,WH_A,82,176,374,1556.1,0,581981.4,27,Supplier_Y,15,0,1,5,0.102,10,9.122
29-03-2025,SKU100654,Socks,Clothing,WH_B,378,173,263,381.8,288,100413.4,109,Supplier_Z,12,0,1,5,0.018,7,0.79
